"Word"	"dlugosc"	"FreqSum"	"ContCount"	"Contextual Diversity"	"Frequency Per 1 Mln"	"Nchar"
"twa"	3	296	198	"0,0178121626"	"6,7104596839"	12
"jon"	3	295	74	"0,0066570709"	"6,6878655435"	8
"cam"	3	292	84	"0,0075566751"	"6,6200831225"	10
"dee"	3	291	95	"0,0085462397"	"6,5974889821"	11
"cao"	3	290	18	"0,0016192875"	"6,5748948418"	7
"sky"	3	289	138	"0,0124145376"	"6,5523007014"	7
"try"	3	288	124	"0,0111550918"	"6,5297065611"	9
"lle"	3	287	158	"0,014213746"	"6,5071124207"	8
"eun"	3	287	39	"0,0035084563"	"6,5071124207"	12
"hit"	3	287	184	"0,0165527168"	"6,5071124207"	12
"kei"	3	286	24	"0,00215905"	"6,4845182804"	10
"lęk"	3	285	230	"0,020690896"	"6,46192414"	8
"ląd"	3	285	169	"0,0152033105"	"6,46192414"	11
"niz"	3	282	143	"0,0128643397"	"6,394141719"	8
"peg"	3	281	65	"0,0058474271"	"6,3715475786"	5
"pań"	3	280	246	"0,0221302627"	"6,3489534383"	6
"ups"	3	279	239	"0,0215005398"	"6,3263592979"	8
"ahh"	3	278	148	"0,0133141418"	"6,3037651576"	12
"ciu"	3	277	202	"0,0181720043"	"6,2811710172"	6
"cha"	3	276	87	"0,0078265563"	"6,2585768769"	8
"yan"	3	275	41	"0,0036883771"	"6,2359827365"	10
"win"	3	274	162	"0,0145735876"	"6,2133885962"	4
"grą"	3	272	248	"0,0223101835"	"6,1682003155"	12
"les"	3	272	122	"0,0109751709"	"6,1682003155"	12
"nsa"	3	270	123	"0,0110651313"	"6,1230120348"	5
"fan"	3	268	204	"0,0183519252"	"6,0778237541"	8
"doo"	3	267	102	"0,0091759626"	"6,0552296137"	9
"buy"	3	266	87	"0,0078265563"	"6,0326354734"	11
"bam"	3	262	130	"0,0116948543"	"5,942258912"	6
"nia"	3	262	135	"0,0121446564"	"5,942258912"	11
"żyd"	3	261	155	"0,0139438647"	"5,9196647716"	6
"con"	3	258	96	"0,0086362001"	"5,8518823506"	5
"kat"	3	258	104	"0,0093558834"	"5,8518823506"	9
"syf"	3	257	205	"0,0184418856"	"5,8292882102"	9
"set"	3	257	127	"0,011424973"	"5,8292882102"	11
"jai"	3	256	26	"0,0023389709"	"5,8066940699"	3
"śni"	3	255	217	"0,0195214106"	"5,7840999295"	8
"syd"	3	254	54	"0,0048578625"	"5,7615057892"	12
"tia"	3	253	99	"0,0089060813"	"5,7389116488"	7
"cho"	3	253	109	"0,0098056855"	"5,7389116488"	8
"isn"	3	248	74	"0,0066570709"	"5,6259409471"	4
"non"	3	248	196	"0,0176322418"	"5,6259409471"	7
"rex"	3	248	89	"0,0080064772"	"5,6259409471"	11
"zen"	3	247	105	"0,0094458438"	"5,6033468067"	4
"chu"	3	245	62	"0,0055775459"	"5,558158526"	6
"zwą"	3	245	213	"0,0191615689"	"5,558158526"	6
"bon"	3	244	177	"0,0159229939"	"5,5355643857"	7
"tik"	3	244	120	"0,0107952501"	"5,5355643857"	10
"pot"	3	243	188	"0,0169125585"	"5,5129702453"	7
"yee"	3	243	39	"0,0035084563"	"5,5129702453"	7
"idz"	3	242	127	"0,011424973"	"5,490376105"	5
"ami"	3	241	121	"0,0108852105"	"5,4677819646"	6
"żon"	3	238	198	"0,0178121626"	"5,3999995436"	8
"ask"	3	237	85	"0,0076466355"	"5,3774054032"	7
"nba"	3	237	79	"0,007106873"	"5,3774054032"	7
"fal"	3	237	172	"0,0154731918"	"5,3774054032"	8
"bit"	3	236	89	"0,0080064772"	"5,3548112629"	5
"mrs"	3	236	98	"0,0088161209"	"5,3548112629"	8
"ram"	3	236	79	"0,007106873"	"5,3548112629"	9
"rod"	3	235	61	"0,0054875855"	"5,3322171225"	6
"lis"	3	234	138	"0,0124145376"	"5,3096229822"	12
"kop"	3	232	163	"0,014663548"	"5,2644347015"	7
"płk"	3	230	76	"0,0068369917"	"5,2192464208"	6
"mai"	3	229	84	"0,0075566751"	"5,1966522805"	10
"een"	3	229	2	"0,0001799208"	"5,1966522805"	12
"dad"	3	227	65	"0,0058474271"	"5,1514639998"	15
"eks"	3	226	161	"0,0144836272"	"5,1288698594"	3
"jet"	3	226	105	"0,0094458438"	"5,1288698594"	5
"sea"	3	226	89	"0,0080064772"	"5,1288698594"	7
"lil"	3	226	77	"0,0069269521"	"5,1288698594"	8
"dev"	3	226	19	"0,0017092479"	"5,1288698594"	9
"gil"	3	225	86	"0,0077365959"	"5,1062757191"	3
"siu"	3	224	40	"0,0035984167"	"5,0836815787"	5
"weż"	3	223	157	"0,0141237855"	"5,0610874384"	8
"hiv"	3	223	93	"0,0083663188"	"5,0610874384"	11
"jun"	3	223	58	"0,0052177042"	"5,0610874384"	11
"dal"	3	223	142	"0,0127743793"	"5,0610874384"	12
"pra"	3	221	77	"0,0069269521"	"5,0158991577"	7
"dum"	3	221	52	"0,0046779417"	"5,0158991577"	8
"żle"	3	221	142	"0,0127743793"	"5,0158991577"	8
"fuj"	3	219	171	"0,0153832314"	"4,970710877"	7
"róż"	3	218	188	"0,0169125585"	"4,9481167366"	4
"ctu"	3	218	30	"0,0026988125"	"4,9481167366"	5
"ala"	3	218	144	"0,0129543001"	"4,9481167366"	6
"gin"	3	218	133	"0,0119647355"	"4,9481167366"	6
"itp"	3	218	183	"0,0164627564"	"4,9481167366"	7
"cii"	3	216	126	"0,0113350126"	"4,9029284559"	5
"bro"	3	216	47	"0,0042281396"	"4,9029284559"	7
"met"	3	216	86	"0,0077365959"	"4,9029284559"	8
"boo"	3	215	102	"0,0091759626"	"4,8803343156"	8
"bee"	3	214	64	"0,0057574667"	"4,8577401752"	5
"ery"	3	214	165	"0,0148434689"	"4,8577401752"	6
"tin"	3	214	44	"0,0039582584"	"4,8577401752"	8
"doe"	3	213	115	"0,010345448"	"4,8351460349"	10
"idż"	3	210	123	"0,0110651313"	"4,7673636138"	11
"saw"	3	209	84	"0,0075566751"	"4,7447694735"	10
"ike"	3	208	62	"0,0055775459"	"4,7221753331"	7
"wiń"	3	208	181	"0,0162828356"	"4,7221753331"	11
"jae"	3	208	36	"0,003238575"	"4,7221753331"	14
"eda"	3	207	95	"0,0085462397"	"4,6995811928"	11
"piw"	3	206	173	"0,0155631522"	"4,6769870524"	4
"rum"	3	206	132	"0,0118747751"	"4,6769870524"	5
"iat"	3	206	45	"0,0040482188"	"4,6769870524"	9
"ide"	3	206	140	"0,0125944584"	"4,6769870524"	10
"pee"	3	206	32	"0,0028787334"	"4,6769870524"	10
"cnn"	3	205	132	"0,0118747751"	"4,6543929121"	5
"war"	3	205	67	"0,006027348"	"4,6543929121"	9
"kal"	3	205	46	"0,0041381792"	"4,6543929121"	10
"byk"	3	204	142	"0,0127743793"	"4,6317987717"	11
"mao"	3	203	55	"0,004947823"	"4,6092046314"	7
"mad"	3	203	107	"0,0096257647"	"4,6092046314"	9
"kai"	3	203	57	"0,0051277438"	"4,6092046314"	11
"tok"	3	202	84	"0,0075566751"	"4,586610491"	4
"est"	3	202	99	"0,0089060813"	"4,586610491"	6
"ice"	3	202	85	"0,0076466355"	"4,586610491"	6
"kgb"	3	202	101	"0,0090860022"	"4,586610491"	8
"pol"	3	202	58	"0,0052177042"	"4,586610491"	9
"aye"	3	201	51	"0,0045879813"	"4,5640163507"	4
"mei"	3	201	50	"0,0044980209"	"4,5640163507"	7
"ldź"	3	201	100	"0,0089960417"	"4,5640163507"	9
"sai"	3	201	29	"0,0026088521"	"4,5640163507"	12
"tzw"	3	199	158	"0,014213746"	"4,51882807"	5
"miś"	3	199	116	"0,0104354084"	"4,51882807"	7
"spa"	3	199	123	"0,0110651313"	"4,51882807"	7
"pól"	3	199	161	"0,0144836272"	"4,51882807"	8
"roi"	3	198	163	"0,014663548"	"4,4962339296"	11
"pay"	3	198	80	"0,0071968334"	"4,4962339296"	14
"use"	3	197	80	"0,0071968334"	"4,4736397893"	7
"bio"	3	197	89	"0,0080064772"	"4,4736397893"	13
"mon"	3	197	106	"0,0095358042"	"4,4736397893"	18
"ang"	3	196	133	"0,0119647355"	"4,4510456489"	4
"eat"	3	196	69	"0,0062072688"	"4,4510456489"	6
"gun"	3	196	99	"0,0089060813"	"4,4510456489"	7
"ava"	3	196	35	"0,0031486146"	"4,4510456489"	8
"wir"	3	196	95	"0,0085462397"	"4,4510456489"	8
"six"	3	195	98	"0,0088161209"	"4,4284515086"	7
"wee"	3	195	27	"0,0024289313"	"4,4284515086"	8
"job"	3	195	93	"0,0083663188"	"4,4284515086"	10
"mat"	3	195	135	"0,0121446564"	"4,4284515086"	10
"tąd"	3	194	116	"0,0104354084"	"4,4058573682"	7
"mom"	3	193	53	"0,0047679021"	"4,3832632279"	4
"dex"	3	192	45	"0,0040482188"	"4,3606690875"	5
"mae"	3	191	51	"0,0045879813"	"4,3380749472"	15
"fay"	3	190	37	"0,0033285354"	"4,3154808068"	4
"zda"	3	190	174	"0,0156531126"	"4,3154808068"	9
"tan"	3	189	111	"0,0099856063"	"4,2928866665"	5
"det"	3	189	18	"0,0016192875"	"4,2928866665"	6
"key"	3	188	99	"0,0089060813"	"4,2702925261"	9
"mtv"	3	188	112	"0,0100755668"	"4,2702925261"	12
"ryo"	3	186	31	"0,0027887729"	"4,2251042454"	8
"wai"	3	186	34	"0,0030586542"	"4,2251042454"	9
"isc"	3	186	70	"0,0062972292"	"4,2251042454"	13
"moe"	3	186	75	"0,0067470313"	"4,2251042454"	13
"asa"	3	185	117	"0,0105253688"	"4,2025101051"	10
"vip"	3	185	140	"0,0125944584"	"4,2025101051"	10
"tau"	3	185	40	"0,0035984167"	"4,2025101051"	11
"fun"	3	184	83	"0,0074667146"	"4,1799159647"	7
"uhm"	3	184	97	"0,0087261605"	"4,1799159647"	8
"§§§"	3	184	1	"8.99604174163e-05"	"4,1799159647"	9
"liv"	3	184	31	"0,0027887729"	"4,1799159647"	12
"myć"	3	183	164	"0,0147535085"	"4,1573218244"	11
"era"	3	183	132	"0,0118747751"	"4,1573218244"	12
"yyy"	3	183	107	"0,0096257647"	"4,1573218244"	14
"cat"	3	182	84	"0,0075566751"	"4,134727684"	10
"taj"	3	182	75	"0,0067470313"	"4,134727684"	10
"dea"	3	182	86	"0,0077365959"	"4,134727684"	16
"dre"	3	181	26	"0,0023389709"	"4,1121335437"	12
"juź"	3	181	27	"0,0024289313"	"4,1121335437"	13
"ace"	3	179	42	"0,0037783375"	"4,066945263"	6
"ass"	3	179	74	"0,0066570709"	"4,066945263"	7
"cóz"	3	178	88	"0,0079165167"	"4,0443511226"	6
"wes"	3	177	46	"0,0041381792"	"4,0217569823"	3
"lan"	3	177	55	"0,004947823"	"4,0217569823"	5
"far"	3	177	94	"0,0084562792"	"4,0217569823"	10
"das"	3	176	40	"0,0035984167"	"3,9991628419"	6
"cap"	3	176	75	"0,0067470313"	"3,9991628419"	7
"mak"	3	176	69	"0,0062072688"	"3,9991628419"	13
"ryu"	3	173	26	"0,0023389709"	"3,9313804209"	2
"cio"	3	173	151	"0,013584023"	"3,9313804209"	3
"sio"	3	173	106	"0,0095358042"	"3,9313804209"	3
"lwy"	3	173	124	"0,0111550918"	"3,9313804209"	5
"wei"	3	173	40	"0,0035984167"	"3,9313804209"	5
"poe"	3	173	55	"0,004947823"	"3,9313804209"	7
"sit"	3	171	75	"0,0067470313"	"3,8861921402"	3
"yet"	3	171	71	"0,0063871896"	"3,8861921402"	3
"joo"	3	170	29	"0,0026088521"	"3,8635979998"	3
"wat"	3	170	13	"0,0011694854"	"3,8635979998"	10
"pao"	3	169	34	"0,0030586542"	"3,8410038595"	4
"kev"	3	169	58	"0,0052177042"	"3,8410038595"	7
"psi"	3	169	102	"0,0091759626"	"3,8410038595"	8
"gol"	3	168	92	"0,0082763584"	"3,8184097191"	4
"bak"	3	167	94	"0,0084562792"	"3,7958155788"	4
"nat"	3	167	61	"0,0054875855"	"3,7958155788"	5
"eye"	3	167	97	"0,0087261605"	"3,7958155788"	7
"una"	3	166	29	"0,0026088521"	"3,7732214384"	5
"noś"	3	164	149	"0,0134041022"	"3,7280331577"	5
"iśc"	3	164	133	"0,0119647355"	"3,7280331577"	11
"maj"	3	163	117	"0,0105253688"	"3,7054390174"	8
"hak"	3	162	101	"0,0090860022"	"3,682844877"	8
"len"	3	162	51	"0,0045879813"	"3,682844877"	8
"yin"	3	162	47	"0,0042281396"	"3,682844877"	8
"łuk"	3	161	123	"0,0110651313"	"3,6602507367"	8
"wtc"	3	160	22	"0,0019791292"	"3,6376565963"	5
"uhh"	3	159	70	"0,0062972292"	"3,615062456"	9
"mas"	3	158	98	"0,0088161209"	"3,5924683156"	6
"abu"	3	158	45	"0,0040482188"	"3,5924683156"	8
"ida"	3	157	45	"0,0040482188"	"3,5698741753"	6
"jeb"	3	157	101	"0,0090860022"	"3,5698741753"	9
"kur"	3	157	110	"0,0098956459"	"3,5698741753"	9
"wan"	3	157	64	"0,0057574667"	"3,5698741753"	9
"sęk"	3	156	147	"0,0132241814"	"3,5472800349"	8
"csi"	3	156	100	"0,0089960417"	"3,5472800349"	9
"des"	3	155	87	"0,0078265563"	"3,5246858946"	6
"mir"	3	155	21	"0,0018891688"	"3,5246858946"	6
"łup"	3	155	113	"0,0101655272"	"3,5246858946"	6
"jad"	3	155	109	"0,0098056855"	"3,5246858946"	7
"bed"	3	155	78	"0,0070169126"	"3,5246858946"	8
"bbc"	3	155	91	"0,008186398"	"3,5246858946"	9
"und"	3	155	24	"0,00215905"	"3,5246858946"	10
"mhm"	3	154	91	"0,008186398"	"3,5020917542"	8
"nan"	3	154	29	"0,0026088521"	"3,5020917542"	10
"cut"	3	153	69	"0,0062072688"	"3,4794976139"	7
"oki"	3	153	66	"0,0059373875"	"3,4794976139"	9
"ugh"	3	152	100	"0,0089960417"	"3,4569034735"	6
"umm"	3	152	76	"0,0068369917"	"3,4569034735"	6
"row"	3	151	38	"0,0034184959"	"3,4343093332"	7
"rap"	3	150	87	"0,0078265563"	"3,4117151928"	8
"psu"	3	149	130	"0,0116948543"	"3,3891210525"	7
"owo"	3	148	129	"0,0116048938"	"3,3665269121"	7
"mig"	3	148	63	"0,0056675063"	"3,3665269121"	8
"its"	3	148	53	"0,0047679021"	"3,3665269121"	9
"jax"	3	148	26	"0,0023389709"	"3,3665269121"	11
"nut"	3	147	104	"0,0093558834"	"3,3439327718"	6
"gap"	3	147	137	"0,0123245772"	"3,3439327718"	10
"sol"	3	147	61	"0,0054875855"	"3,3439327718"	11
"shi"	3	146	26	"0,0023389709"	"3,3213386314"	7
"ren"	3	145	36	"0,003238575"	"3,2987444911"	6
"wah"	3	145	34	"0,0030586542"	"3,2987444911"	9
"reg"	3	144	31	"0,0027887729"	"3,2761503507"	7
"nić"	3	143	112	"0,0100755668"	"3,2535562104"	5
"vin"	3	143	61	"0,0054875855"	"3,2535562104"	9
"wad"	3	143	132	"0,0118747751"	"3,2535562104"	10
"ham"	3	142	39	"0,0035084563"	"3,23096207"	7
"bug"	3	141	32	"0,0028787334"	"3,2083679297"	5
"bir"	3	141	3	"0,0002698813"	"3,2083679297"	8
"inn"	3	140	91	"0,008186398"	"3,1857737893"	6
"ldę"	3	140	93	"0,0083663188"	"3,1857737893"	6
"box"	3	140	76	"0,0068369917"	"3,1857737893"	9
"łyk"	3	140	117	"0,0105253688"	"3,1857737893"	9
"jed"	3	140	34	"0,0030586542"	"3,1857737893"	10
"kar"	3	140	69	"0,0062072688"	"3,1857737893"	11
"noo"	3	139	104	"0,0093558834"	"3,163179649"	4
"ekg"	3	139	87	"0,0078265563"	"3,163179649"	6
"coz"	3	139	40	"0,0035984167"	"3,163179649"	9
"goń"	3	138	115	"0,010345448"	"3,1405855086"	9
"suv"	3	138	85	"0,0076466355"	"3,1405855086"	9
"sad"	3	137	84	"0,0075566751"	"3,1179913683"	6
"lao"	3	136	26	"0,0023389709"	"3,0953972279"	5
"hyo"	3	136	14	"0,0012594458"	"3,0953972279"	6
"gio"	3	136	17	"0,0015293271"	"3,0953972279"	7
"ist"	3	136	24	"0,00215905"	"3,0953972279"	7
"lsd"	3	136	78	"0,0070169126"	"3,0953972279"	9
"kaj"	3	134	11	"0,0009895646"	"3,0502089472"	6
"wód"	3	134	94	"0,0084562792"	"3,0502089472"	9
"tea"	3	133	56	"0,0050377834"	"3,0276148069"	8
"dwu"	3	132	113	"0,0101655272"	"3,0050206665"	8
"fly"	3	132	65	"0,0058474271"	"3,0050206665"	8
"pip"	3	131	34	"0,0030586542"	"2,9824265262"	6
"ród"	3	131	85	"0,0076466355"	"2,9824265262"	7
"zle"	3	131	70	"0,0062972292"	"2,9824265262"	7
"wio"	3	130	77	"0,0069269521"	"2,9598323858"	4
"uuu"	3	130	115	"0,010345448"	"2,9598323858"	7
"che"	3	130	77	"0,0069269521"	"2,9598323858"	8
"sha"	3	130	40	"0,0035984167"	"2,9598323858"	8
"kan"	3	130	27	"0,0024289313"	"2,9598323858"	10
"edo"	3	129	31	"0,0027887729"	"2,9372382455"	11
"kły"	3	129	114	"0,0102554876"	"2,9372382455"	11
"atf"	3	128	50	"0,0044980209"	"2,9146441051"	5
"cze"	3	128	79	"0,007106873"	"2,9146441051"	7
"law"	3	128	71	"0,0063871896"	"2,9146441051"	10
"bea"	3	127	25	"0,0022490104"	"2,8920499648"	6
"joł"	3	127	60	"0,005397625"	"2,8920499648"	7
"sik"	3	127	28	"0,0025188917"	"2,8920499648"	8
"toż"	3	127	94	"0,0084562792"	"2,8920499648"	8
"rur"	3	126	101	"0,0090860022"	"2,8694558244"	5
"bao"	3	126	13	"0,0011694854"	"2,8694558244"	9
"wen"	3	126	27	"0,0024289313"	"2,8694558244"	9
"iie"	3	125	39	"0,0035084563"	"2,8468616841"	8
"luc"	3	125	40	"0,0035984167"	"2,8468616841"	9
"ról"	3	125	101	"0,0090860022"	"2,8468616841"	9
"bom"	3	125	36	"0,003238575"	"2,8468616841"	10
"fat"	3	125	68	"0,0061173084"	"2,8468616841"	11
"cen"	3	125	85	"0,0076466355"	"2,8468616841"	12
"per"	3	124	91	"0,008186398"	"2,8242675437"	7
"seo"	3	124	19	"0,0017092479"	"2,8242675437"	7
"lam"	3	124	38	"0,0034184959"	"2,8242675437"	10
"yen"	3	123	30	"0,0026988125"	"2,8016734034"	5
"xxi"	3	123	108	"0,0097157251"	"2,8016734034"	6
"yip"	3	123	9	"0,0008096438"	"2,8016734034"	8
"hut"	3	120	50	"0,0044980209"	"2,7338909823"	3
"jia"	3	120	14	"0,0012594458"	"2,7338909823"	3
"lau"	3	120	27	"0,0024289313"	"2,7338909823"	3
"ewo"	3	120	19	"0,0017092479"	"2,7338909823"	4
"nee"	3	120	17	"0,0015293271"	"2,7338909823"	4
"usg"	3	120	78	"0,0070169126"	"2,7338909823"	12
"bat"	3	119	74	"0,0066570709"	"2,711296842"	9
"pac"	3	119	45	"0,0040482188"	"2,711296842"	9
"low"	3	118	64	"0,0057574667"	"2,6887027016"	7
"ago"	3	117	57	"0,0051277438"	"2,6661085613"	5
"zed"	3	117	16	"0,0014393667"	"2,6661085613"	7
"cry"	3	117	50	"0,0044980209"	"2,6661085613"	8
"pit"	3	117	63	"0,0056675063"	"2,6661085613"	8
"den"	3	116	36	"0,003238575"	"2,6435144209"	5
"wół"	3	116	109	"0,0098056855"	"2,6435144209"	9
"asy"	3	115	71	"0,0063871896"	"2,6209202806"	4
"roz"	3	115	33	"0,0029686938"	"2,6209202806"	4
"uss"	3	115	53	"0,0047679021"	"2,6209202806"	4
"łza"	3	115	100	"0,0089960417"	"2,6209202806"	11
"łba"	3	115	107	"0,0096257647"	"2,6209202806"	12
"jor"	3	114	34	"0,0030586542"	"2,5983261402"	8
"baz"	3	114	93	"0,0083663188"	"2,5983261402"	12
"ivy"	3	113	57	"0,0051277438"	"2,5757319999"	8
"kpt"	3	113	55	"0,004947823"	"2,5757319999"	8
"żar"	3	113	106	"0,0095358042"	"2,5757319999"	9
"xix"	3	112	94	"0,0084562792"	"2,5531378595"	5
"lie"	3	112	78	"0,0070169126"	"2,5531378595"	6
"oui"	3	112	67	"0,006027348"	"2,5531378595"	6
"ała"	3	112	82	"0,0073767542"	"2,5531378595"	7
"owe"	3	112	84	"0,0075566751"	"2,5531378595"	7
"zak"	3	112	13	"0,0011694854"	"2,5531378595"	7
"ada"	3	112	21	"0,0018891688"	"2,5531378595"	8
"suk"	3	112	51	"0,0045879813"	"2,5531378595"	8
"mio"	3	112	53	"0,0047679021"	"2,5531378595"	9
"kół"	3	111	92	"0,0082763584"	"2,5305437192"	4
"lem"	3	111	20	"0,0017992083"	"2,5305437192"	6
"bys"	3	111	77	"0,0069269521"	"2,5305437192"	11
"net"	3	110	81	"0,0072867938"	"2,5079495788"	4
"gęś"	3	110	78	"0,0070169126"	"2,5079495788"	6
"sin"	3	110	49	"0,0044080605"	"2,5079495788"	6
"osi"	3	110	79	"0,007106873"	"2,5079495788"	7
"pin"	3	110	70	"0,0062972292"	"2,5079495788"	9
"bet"	3	110	52	"0,0046779417"	"2,5079495788"	10
"act"	3	108	62	"0,0055775459"	"2,4627612981"	5
"arc"	3	108	53	"0,0047679021"	"2,4627612981"	7
"jeg"	3	108	1	"8.99604174163e-05"	"2,4627612981"	8
"prv"	3	108	88	"0,0079165167"	"2,4627612981"	8
"mie"	3	107	92	"0,0082763584"	"2,4401671578"	5
"pie"	3	107	72	"0,0064771501"	"2,4401671578"	6
"tse"	3	107	36	"0,003238575"	"2,4401671578"	7
"hub"	3	107	9	"0,0008096438"	"2,4401671578"	9
"dax"	3	107	20	"0,0017992083"	"2,4401671578"	10
"żem"	3	106	53	"0,0047679021"	"2,4175730174"	7
"inc"	3	106	56	"0,0050377834"	"2,4175730174"	8
"hol"	3	106	90	"0,0080964376"	"2,4175730174"	9
"kui"	3	105	12	"0,001079525"	"2,3949788771"	4
"płd"	3	104	65	"0,0058474271"	"2,3723847367"	6
"rue"	3	104	58	"0,0052177042"	"2,3723847367"	7
"hat"	3	104	55	"0,004947823"	"2,3723847367"	8
"eko"	3	104	35	"0,0031486146"	"2,3723847367"	13
"noe"	3	103	46	"0,0041381792"	"2,3497905964"	6
"nog"	3	103	21	"0,0018891688"	"2,3497905964"	6
"fbl"	3	103	50	"0,0044980209"	"2,3497905964"	7
"rpa"	3	103	39	"0,0035084563"	"2,3497905964"	7
"hou"	3	103	13	"0,0011694854"	"2,3497905964"	8
"pai"	3	103	17	"0,0015293271"	"2,3497905964"	8
"wto"	3	103	6	"0,0005397625"	"2,3497905964"	8
"dit"	3	103	9	"0,0008096438"	"2,3497905964"	13
"shu"	3	103	40	"0,0035984167"	"2,3497905964"	15
"jfk"	3	102	59	"0,0053076646"	"2,327196456"	10
"pub"	3	102	68	"0,0061173084"	"2,327196456"	11
"tki"	3	101	89	"0,0080064772"	"2,3046023157"	10
"wil"	3	101	14	"0,0012594458"	"2,3046023157"	10
"yun"	3	101	27	"0,0024289313"	"2,3046023157"	11
"evy"	3	101	37	"0,0033285354"	"2,3046023157"	13
"sci"	3	101	67	"0,006027348"	"2,3046023157"	16
"ras"	3	100	77	"0,0069269521"	"2,2820081753"	7
"dac"	3	100	68	"0,0061173084"	"2,2820081753"	8
"bop"	3	100	15	"0,0013494063"	"2,2820081753"	9
"hai"	3	100	31	"0,0027887729"	"2,2820081753"	9
"byt"	3	100	86	"0,0077365959"	"2,2820081753"	10
"few"	3	100	55	"0,004947823"	"2,2820081753"	10
"git"	3	100	61	"0,0054875855"	"2,2820081753"	11
"quo"	3	100	55	"0,004947823"	"2,2820081753"	12
"adi"	3	100	8	"0,0007196833"	"2,2820081753"	13
"neo"	3	99	32	"0,0028787334"	"2,259414035"	12
"muł"	3	98	75	"0,0067470313"	"2,2368198946"	7
"cbs"	3	98	52	"0,0046779417"	"2,2368198946"	10
"uno"	3	98	48	"0,0043181"	"2,2368198946"	11
"zbz"	3	98	18	"0,0016192875"	"2,2368198946"	11
"wet"	3	98	37	"0,0033285354"	"2,2368198946"	12
"tło"	3	98	94	"0,0084562792"	"2,2368198946"	13
"coo"	3	97	52	"0,0046779417"	"2,2142257543"	10
"lać"	3	97	93	"0,0083663188"	"2,2142257543"	10
"sub"	3	97	47	"0,0042281396"	"2,2142257543"	10
"oil"	3	97	47	"0,0042281396"	"2,2142257543"	11
"ria"	3	97	21	"0,0018891688"	"2,2142257543"	11
"bag"	3	97	52	"0,0046779417"	"2,2142257543"	13
"płn"	3	97	67	"0,006027348"	"2,2142257543"	13
"eff"	3	97	9	"0,0008096438"	"2,2142257543"	14
"yep"	3	96	74	"0,0066570709"	"2,1916316139"	9
"elu"	3	96	30	"0,0026988125"	"2,1916316139"	10
"lej"	3	95	74	"0,0066570709"	"2,1690374736"	3
"jie"	3	95	7	"0,0006297229"	"2,1690374736"	5
"mar"	3	95	55	"0,004947823"	"2,1690374736"	6
"ssj"	3	95	61	"0,0054875855"	"2,1690374736"	6
"abs"	3	95	43	"0,0038682979"	"2,1690374736"	7
"mag"	3	95	38	"0,0034184959"	"2,1690374736"	7
"mix"	3	94	60	"0,005397625"	"2,1464433332"	5
"age"	3	94	78	"0,0070169126"	"2,1464433332"	8
"pil"	3	94	15	"0,0013494063"	"2,1464433332"	8
"rol"	3	94	82	"0,0073767542"	"2,1464433332"	8
"auć"	3	94	82	"0,0073767542"	"2,1464433332"	10
"gee"	3	94	65	"0,0058474271"	"2,1464433332"	10
"ave"	3	93	43	"0,0038682979"	"2,1238491929"	8
"koi"	3	92	46	"0,0041381792"	"2,1012550525"	6
"obi"	3	92	36	"0,003238575"	"2,1012550525"	7
"cod"	3	92	27	"0,0024289313"	"2,1012550525"	9
"fda"	3	91	21	"0,0018891688"	"2,0786609122"	8
"łby"	3	91	85	"0,0076466355"	"2,0786609122"	8
"gay"	3	91	48	"0,0043181"	"2,0786609122"	11
"mus"	3	91	51	"0,0045879813"	"2,0786609122"	11
"hij"	3	90	3	"0,0002698813"	"2,0560667718"	5
"nor"	3	90	49	"0,0044080605"	"2,0560667718"	5
"med"	3	90	35	"0,0031486146"	"2,0560667718"	6
"ja…"	3	90	53	"0,0047679021"	"2,0560667718"	7
"poo"	3	90	27	"0,0024289313"	"2,0560667718"	7
"als"	3	90	17	"0,0015293271"	"2,0560667718"	8
"erm"	3	89	29	"0,0026088521"	"2,0334726315"	6
"yay"	3	89	52	"0,0046779417"	"2,0334726315"	6
"gao"	3	89	20	"0,0017992083"	"2,0334726315"	7
"neb"	3	88	3	"0,0002698813"	"2,0108784911"	4
"sgc"	3	88	27	"0,0024289313"	"2,0108784911"	7
"abc"	3	88	63	"0,0056675063"	"2,0108784911"	8
"tex"	3	88	32	"0,0028787334"	"2,0108784911"	9
"huk"	3	88	78	"0,0070169126"	"2,0108784911"	11
"bev"	3	87	18	"0,0016192875"	"1,9882843508"	10
"yoo"	3	87	47	"0,0042281396"	"1,9882843508"	14
"dib"	3	86	3	"0,0002698813"	"1,9656902104"	7
"luk"	3	86	72	"0,0064771501"	"1,9656902104"	7
"nom"	3	86	43	"0,0038682979"	"1,9656902104"	9
"guo"	3	86	14	"0,0012594458"	"1,9656902104"	11
"asd"	3	86	73	"0,0065671105"	"1,9656902104"	12
"hau"	3	85	33	"0,0029686938"	"1,9430960701"	4
"woń"	3	85	74	"0,0066570709"	"1,9430960701"	6
"rog"	3	85	33	"0,0029686938"	"1,9430960701"	8
"odo"	3	85	19	"0,0017092479"	"1,9430960701"	11
"zac"	3	85	16	"0,0014393667"	"1,9430960701"	12
"map"	3	84	73	"0,0065671105"	"1,9205019297"	5
"żel"	3	84	71	"0,0063871896"	"1,9205019297"	5
"zad"	3	84	73	"0,0065671105"	"1,9205019297"	6
"qué"	3	84	13	"0,0011694854"	"1,9205019297"	8
